ON649722.1 	Monkeypox virus isolate Monkeypox/PT0022/2022, complete genome	Portugal	Homo sapiens	Monkeypox virus	complete
ON649723.1 	Monkeypox virus isolate Monkeypox/PT0013/2022, complete genome	Portugal	Homo sapiens	Monkeypox virus	complete
ON649724.1 	Monkeypox virus isolate Monkeypox/PT0014/2022, complete genome	Portugal	Homo sapiens	Monkeypox virus	complete
ON649725.1 	Monkeypox virus isolate Monkeypox/PT0011/2022, complete genome	Portugal	Homo sapiens	Monkeypox virus	complete
ON649879.1 	Monkeypox virus isolate MPXV_ISR001_2022, complete genome	Israel	Homo sapiens	Monkeypox virus	complete
ON674051.1 	Monkeypox virus isolate MPXV_USA_2022_FL001, complete genome	USA: FL	Homo sapiens	Monkeypox virus	
ON675438.1 	Monkeypox virus isolate MPXV_USA_2022_VA001, complete genome	USA: VA	Homo sapiens	Monkeypox virus	
ON676703.1 	Monkeypox virus isolate MPXV_USA_2022_CA001, complete genome	USA: CA	Homo sapiens	Monkeypox virus	
ON676704.1 	Monkeypox virus isolate MPXV_USA_2022_FL002, complete genome	USA: FL	Homo sapiens	Monkeypox virus	
ON676705.1 	Monkeypox virus isolate MPXV_USA_2022_UT001, complete genome	USA: UT	Homo sapiens	Monkeypox virus	
ON676706.1 	Monkeypox virus isolate MPXV_USA_2022_UT002, complete genome	USA: UT	Homo sapiens	Monkeypox virus	
ON676707.1 	Monkeypox virus isolate MPXV_USA_2021_TX, complete genome	USA: TX	Homo sapiens	Monkeypox virus	
ON676708.1 	Monkeypox virus isolate MPXV_USA_2021_MD, complete genome	USA: MD	Homo sapiens	Monkeypox virus	
NC_063383.1 	Monkeypox virus, complete genome	Nigeria: Rivers State	Homo sapiens	Monkeypox virus	complete
ON682263.2 	Monkeypox virus isolate MPXV/Germany/2022/RKI03, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON682264.2 	Monkeypox virus isolate MPXV/Germany/2022/RKI05, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON682266.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI09, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON682267.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI010, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON682268.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI08, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON682269.2 	Monkeypox virus isolate MPXV/Germany/2022/RKI07, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON682270.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI06, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON622722.2 	Monkeypox virus isolate MPXV_FR_HCL0001_2022, complete genome	France	Homo sapiens	Monkeypox virus	complete
ON694329.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI025, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON694330.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI019, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON694331.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI015, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON694332.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI023, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON694333.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI022, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON694334.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI021, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON694335.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI018, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON694336.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI024, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON694337.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI020, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON694338.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI017, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON694339.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI016, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON694340.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI014, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON694341.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI012, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON694342.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI011, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON720849.1 	Monkeypox virus isolate MpxV/Spain/MD-HGUGM-6532064/2022, complete genome	Spain	Homo sapiens	Monkeypox virus	complete
ON736420.1 	Monkeypox virus isolate MPX/2022/Canada/AB1, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON745215.1 	Monkeypox virus isolate INMI-Pt2, complete genome	Italy	Homo sapiens	Monkeypox virus	complete
ON754985.1 	Monkeypox virus isolate MPXV_SI2022_S4, complete genome	Slovenia	Homo sapiens	Monkeypox virus	complete
ON754986.1 	Monkeypox virus isolate MPXV_SI2022_S5, complete genome	Slovenia	Homo sapiens	Monkeypox virus	complete
ON754987.1 	Monkeypox virus isolate MPXV_SI2022_S1_VEROE6, complete genome	Slovenia	Homo sapiens	Monkeypox virus	complete
ON755039.1 	Monkeypox virus isolate MPXV_IRBA22-11, complete genome	France	Homo sapiens	Monkeypox virus	complete
ON755040.1 	Monkeypox virus isolate MPXV_IRBA22-14, complete genome	France	Homo sapiens	Monkeypox virus	complete
ON755231.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI013	Germany	Homo sapiens	Monkeypox virus	complete
ON755232.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI026	Germany	Homo sapiens	Monkeypox virus	complete
ON755233.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI027	Germany	Homo sapiens	Monkeypox virus	complete
ON755234.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI028	Germany	Homo sapiens	Monkeypox virus	complete
ON755235.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI029	Germany	Homo sapiens	Monkeypox virus	complete
ON755236.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI030	Germany	Homo sapiens	Monkeypox virus	complete
ON755237.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI031	Germany	Homo sapiens	Monkeypox virus	complete
ON755238.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI032	Germany	Homo sapiens	Monkeypox virus	complete
ON755239.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI033	Germany	Homo sapiens	Monkeypox virus	complete
ON755240.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI034	Germany	Homo sapiens	Monkeypox virus	complete
ON755241.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI035	Germany	Homo sapiens	Monkeypox virus	complete
ON755242.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI036	Germany	Homo sapiens	Monkeypox virus	complete
ON755243.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI037	Germany	Homo sapiens	Monkeypox virus	complete
ON755244.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI038	Germany	Homo sapiens	Monkeypox virus	complete
ON755245.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI039	Germany	Homo sapiens	Monkeypox virus	complete
ON755246.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI040	Germany	Homo sapiens	Monkeypox virus	complete
ON755247.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI041	Germany	Homo sapiens	Monkeypox virus	complete
ON755248.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI042	Germany	Homo sapiens	Monkeypox virus	complete
ON755249.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI043	Germany	Homo sapiens	Monkeypox virus	complete
ON755250.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI044	Germany	Homo sapiens	Monkeypox virus	complete
ON755251.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI045	Germany	Homo sapiens	Monkeypox virus	complete
ON755252.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI046	Germany	Homo sapiens	Monkeypox virus	complete
ON755253.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI047	Germany	Homo sapiens	Monkeypox virus	complete
ON755254.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI048	Germany	Homo sapiens	Monkeypox virus	complete
ON755255.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI049	Germany	Homo sapiens	Monkeypox virus	complete
ON755256.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI050	Germany	Homo sapiens	Monkeypox virus	complete
ON780016.1 	Monkeypox virus isolate INMI-Pt3, complete genome	Italy	Homo sapiens	Monkeypox virus	complete
ON780017.1 	Monkeypox virus isolate INMI-Pt4, complete genome	Italy	Homo sapiens	Monkeypox virus	complete
ON782021.1 	Monkeypox virus isolate MPX-37/Finland/2022, complete genome	Finland	Homo sapiens	Monkeypox virus	complete
ON782022.1 	Monkeypox virus isolate MPX-42/Finland/2022, complete genome	Finland	Homo sapiens	Monkeypox virus	complete
ON782054.1 	Monkeypox virus isolate MPXV/Spain/HUNSC_ITER_0001a/2022, partial genome	Spain	Homo sapiens	Monkeypox virus	complete
ON792320.1 	Monkeypox virus isolate hMpxV/Switzerland/ZH-UZH-IMV-3ba6449f/2022, complete genome	Switzerland: ZH	Homo sapiens	Monkeypox virus	complete
ON792322.1 	Monkeypox virus isolate hMpxV/Switzerland/ZH-UZH-IMV-3ba64538/2022, complete genome	Switzerland: ZH	Homo sapiens	Monkeypox virus	complete
ON803413.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-2928/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON803414.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-2930/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON803419.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-2844/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON803420.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-2846/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON803424.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-2852/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON803427.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-2861/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON803429.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-2873/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON803430.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-2874/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON803431.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-2883/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON803432.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-2884/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON803435.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-2893/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON803437.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-2896/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON803438.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-2897/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON803439.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-2899/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON803441.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-2955/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON803442.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-2967/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON803444.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-2969/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON808413.1 	Monkeypox virus isolate CVR_MPXV1a, complete genome	United Kingdom	Homo sapiens	Monkeypox virus	complete
ON808414.1 	Monkeypox virus isolate CVR_MPXV1b, complete genome	United Kingdom	Homo sapiens	Monkeypox virus	complete
ON808415.1 	Monkeypox virus isolate CVR_MPXV1c, complete genome	United Kingdom	Homo sapiens	Monkeypox virus	complete
ON808416.1 	Monkeypox virus isolate CVR_MPXV1d, complete genome	United Kingdom	Homo sapiens	Monkeypox virus	complete
ON808417.1 	Monkeypox virus isolate CVR_MPXV1e, complete genome	United Kingdom	Homo sapiens	Monkeypox virus	complete
ON813252.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI052, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON813253.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI053, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON813254.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI057, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON813255.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI058, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON813256.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI059, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON813258.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI054, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON813259.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI055, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON813260.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI056, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON813261.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI061, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON813262.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI062, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON813263.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI063, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON813264.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI064, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON813265.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI065, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
