ON813266.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI056, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON813267.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI067, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON838178.1 	Monkeypox virus isolate SI2022_S7, complete genome	Slovenia	Homo sapiens	Monkeypox virus	complete
ON838939.1 	Monkeypox virus isolate 8887, complete genome	Spain: Madrid	Homo sapiens	Monkeypox virus	complete
ON838940.1 	Monkeypox virus isolate 4061, complete genome	Spain: Madrid	Homo sapiens	Monkeypox virus	complete
ON843165.1 	Monkeypox virus isolate Monkeypox/PT0033/2022, complete genome	Portugal	Homo sapiens	Monkeypox virus	complete
ON843166.1 	Monkeypox virus isolate Monkeypox/PT0038/2022, complete genome	Portugal	Homo sapiens	Monkeypox virus	complete
ON843168.1 	Monkeypox virus isolate Monkeypox/PT0032/2022, complete genome	Portugal	Homo sapiens	Monkeypox virus	complete
ON843170.1 	Monkeypox virus isolate Monkeypox/PT0031/2022, complete genome	Portugal	Homo sapiens	Monkeypox virus	complete
ON843172.1 	Monkeypox virus isolate Monkeypox/PT0035/2022, complete genome	Portugal	Homo sapiens	Monkeypox virus	complete
ON843173.1 	Monkeypox virus isolate Monkeypox/PT0029/2022, complete genome	Portugal	Homo sapiens	Monkeypox virus	complete
ON843174.1 	Monkeypox virus isolate Monkeypox/PT0046/2022, complete genome	Portugal	Homo sapiens	Monkeypox virus	complete
ON843176.1 	Monkeypox virus isolate Monkeypox/PT0041/2022, complete genome	Portugal	Homo sapiens	Monkeypox virus	complete
ON853649.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI068, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON853650.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI069, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON853651.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI073, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON853652.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI074, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON853653.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI076, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON853654.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI087, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON853655.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI088, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON853656.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI070, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON853657.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI071, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON853660.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI078, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON853661.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI079, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON853663.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI081, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON853665.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI083, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON853666.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI084, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON853667.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI085, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON853668.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI086, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON853669.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI089, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON853670.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI090, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON853672.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI093, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON853673.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI094, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON853675.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI096, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON853678.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI100, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON853679.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI077, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON853680.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI097, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON853681.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI092, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON853682.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI101, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON880419.1 	Monkeypox virus isolate MPX/UZ_REGA_3/Belgium/2022, complete genome	Belgium	Homo sapiens	Monkeypox virus	complete
ON880420.1 	Monkeypox virus isolate MPX/UZ_REGA_4/Belgium/2022, complete genome	Belgium	Homo sapiens	Monkeypox virus	complete
ON880421.1 	Monkeypox virus isolate MPX/UZ_REGA_5/Belgium/2022, complete genome	Belgium	Homo sapiens	Monkeypox virus	complete
ON880422.1 	Monkeypox virus isolate MPX/UZ_REGA_6/Belgium/2022, complete genome	Belgium	Homo sapiens	Monkeypox virus	complete
ON880508.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-3127/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON880511.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-3214/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON880512.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-3292/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON880513.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-3407/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON880516.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-3472/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON880517.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-3476/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON880526.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-3100/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON880530.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-3162/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON880534.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-3262/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON880536.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-3272/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON880537.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-3273/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON880538.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-3336/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON880539.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-3339/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON880540.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-3342/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON880542.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-3348/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON880543.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-3357/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON880545.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-3366/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON880546.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-3368/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON880547.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-3441/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON880548.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-3448/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON880549.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-3450/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON911481.1 	Monkeypox virus isolate Monkeypox/MX-UANL001/2022, complete genome	Mexico: Nuevo Leon	Homo sapiens	Monkeypox virus	complete
ON918656.1 	Monkeypox virus isolate MPXV/human/Taiwan/110-231642/2022, complete genome	Taiwan	Homo sapiens	Monkeypox virus	complete
ON929057.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI070, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON929058.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI071, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON929059.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI072, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON929061.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI103, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON929063.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI105, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON929064.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI106, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON929065.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI107, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON929066.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI108, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON929067.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI109, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON929068.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI110, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON929069.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI111, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON929070.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI112, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON929071.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI113, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON929072.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI114, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON929074.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI119, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON929075.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI120, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON929076.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI121, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON929078.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI123, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON929079.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI124, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON929080.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI125, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON929081.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI126, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON929082.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI127, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON929083.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI128, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON929084.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI129, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON929085.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI130, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON929086.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI131, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON929087.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI132, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON929088.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI133, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON929089.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI134, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON929090.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI135, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON929091.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI136, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON954773.1 	Monkeypox virus isolate MPXV_USA_2022_CA002, complete genome	USA: CA	Homo sapiens	Monkeypox virus	complete
ON959131.1 	Monkeypox virus isolate MPXV_USA_2022_IL001, complete genome	USA: IL	Homo sapiens	Monkeypox virus	complete
ON959132.1 	Monkeypox virus isolate MPXV_USA_2022_IL003, complete genome	USA: IL	Homo sapiens	Monkeypox virus	complete
ON959133.1 	Monkeypox virus isolate MPXV_USA_2022_NY002, complete genome	USA: NY	Homo sapiens	Monkeypox virus	complete
ON959134.1 	Monkeypox virus isolate MPXV_USA_2022_NY003, complete genome	USA: NY	Homo sapiens	Monkeypox virus	complete
ON959135.1 	Monkeypox virus isolate MPXV_USA_2022_NY004, complete genome	USA: NY	Homo sapiens	Monkeypox virus	complete
ON959136.1 	Monkeypox virus isolate MPXV_USA_2022_NY005, complete genome	USA: NY	Homo sapiens	Monkeypox virus	complete
ON959143.1 	Monkeypox virus isolate MPX-96/Finland/2022, complete genome	Finland	Homo sapiens	Monkeypox virus	complete
ON959149.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI140, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON959150.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI145, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON959151.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI160, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON959152.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI139, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON959153.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI165, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON959154.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI137, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON959155.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI138, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON959156.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI141, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON959157.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI142, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON959158.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI143, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON959159.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI144, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON959160.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI146, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON959161.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI147, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON959162.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI148, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON959163.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI149, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON959164.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI150, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON959165.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI151, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON959166.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI152, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON959167.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI153, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON959168.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI154, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON959169.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI155, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON959170.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI156, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON959171.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI157, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON959172.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI158, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON959173.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI159, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON959174.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI161, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON959175.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI162, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON959176.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI163, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON959177.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI164, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
ON983160.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-3393/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON983162.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-3531/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON983163.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-3532/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON983166.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-3702/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON983167.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-3725/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
ON983168.1 	Monkeypox virus isolate MPxV/Prague_001/2022/flye_medaka, complete genome	Czech Republic	Homo sapiens	Monkeypox virus	complete
OP012849.1 	Monkeypox virus isolate MPXV/human/Taiwan/110-364682/2022, complete genome	Taiwan	Homo sapiens	Monkeypox virus	complete
OP013004.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-3518/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
OP013005.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-3519/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
OP013006.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-3542/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
OP013007.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-3549/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
OP013008.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-3582/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
OP013009.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-3595/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
OP013010.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-3607/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
OP013011.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-3611/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
OP013013.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-3658/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
OP013014.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-3672/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
OP013015.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-3674/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
OP018588.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI169, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
OP018589.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI180, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
OP018590.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI181, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
OP018591.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI183, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
OP018592.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI166, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
OP018593.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI167, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
OP018594.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI168, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
OP018595.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI170, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
OP018596.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI171, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
OP018597.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI172, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
OP018598.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI173, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
OP018600.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI175, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
OP018601.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI176, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
OP018602.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI177, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
OP018603.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI178, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
OP018604.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI179, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
OP018605.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI182, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
OP018606.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI184, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
OP018607.1 	Monkeypox virus isolate MPXV/Germany/2022/RKI185, complete genome	Germany	Homo sapiens	Monkeypox virus	complete
OP019275.1 	Monkeypox virus isolate hMPXV/Austria/MUW1525179/2022, complete genome	Austria	Homo sapiens	Monkeypox virus	complete
OP019276.1 	Monkeypox virus isolate hMPXV/Austria/MUW1527495/2022, complete genome	Austria	Homo sapiens	Monkeypox virus	complete
OP019277.1 	Monkeypox virus isolate hMPXV/Austria/MUW1531254/2022, complete genome	Austria	Homo sapiens	Monkeypox virus	complete
OP022170.1 	Monkeypox virus isolate MPXV_UK_2022_5, complete genome	United Kingdom	Homo sapiens	Monkeypox virus	complete
OP055800.1 	Monkeypox virus isolate MpxV/human/UW-WA-0011, complete genome	USA	Homo sapiens	Monkeypox virus	complete
OP055801.1 	Monkeypox virus isolate MpxV/human/UW-WA-0012, complete genome	USA	Homo sapiens	Monkeypox virus	complete
OP055802.1 	Monkeypox virus isolate MpxV/human/UW-WA-0014, complete genome	USA	Homo sapiens	Monkeypox virus	complete
OP055803.1 	Monkeypox virus isolate MpxV/human/UW-WA-0015, complete genome	USA	Homo sapiens	Monkeypox virus	complete
OP055804.1 	Monkeypox virus isolate MpxV/human/UW-WA-0016, complete genome	USA	Homo sapiens	Monkeypox virus	complete
OP055805.1 	Monkeypox virus isolate MpxV/human/UW-WA-0018, complete genome	USA	Homo sapiens	Monkeypox virus	complete
OP055806.1 	Monkeypox virus isolate MpxV/human/UW-WA-0020, complete genome	USA	Homo sapiens	Monkeypox virus	complete
OP055807.1 	Monkeypox virus isolate MpxV/human/UW-WA-0021, complete genome	USA	Homo sapiens	Monkeypox virus	complete
OP055808.1 	Monkeypox virus isolate MpxV/human/UW-WA-0022, complete genome	USA	Homo sapiens	Monkeypox virus	complete
OP055809.1 	Monkeypox virus isolate MpxV/human/UW-WA-0023, complete genome	USA	Homo sapiens	Monkeypox virus	complete
ON918611.1 	Monkeypox virus isolate NICD-SVPL223, complete genome	South Africa	Homo sapiens	Monkeypox virus	complete
ON927248.1 	Monkeypox virus isolate NICD-SVPL232, complete genome	South Africa	Homo sapiens	Monkeypox virus	complete
OP062229.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-3817/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
OP062231.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-3907/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
OP062232.1 	Monkeypox virus isolate MpxV/human/CAN/UN-NML-3909/2022, complete genome	Canada	Homo sapiens	Monkeypox virus	complete
OX248696.1 	Monkeypox virus isolate RNA genome assembly, complete genome: monopartite	Slovakia	Homo sapiens	Monkeypox virus	complete
OP123040.1 	Monkeypox virus strain Cli26, complete genome	USA	Homo sapiens	Monkeypox virus	complete
OP123041.1 	Monkeypox virus strain Cli27, complete genome	USA	Homo sapiens	Monkeypox virus	complete
OP123042.1 	Monkeypox virus strain Cli28, complete genome	USA	Homo sapiens	Monkeypox virus	complete
OP123043.1 	Monkeypox virus strain Cli29, complete genome	USA	Homo sapiens	Monkeypox virus	complete
OP123044.1 	Monkeypox virus strain Cli30, complete genome	USA	Homo sapiens	Monkeypox virus	complete
OP123045.1 	Monkeypox virus strain Cli31, complete genome	USA	Homo sapiens	Monkeypox virus	complete
OP123046.1 	Monkeypox virus strain Cli32, complete genome	USA	Homo sapiens	Monkeypox virus	complete
OP123047.1 	Monkeypox virus strain Cli33, complete genome	USA	Homo sapiens	Monkeypox virus	complete
OP123048.1 	Monkeypox virus strain Cli34, complete genome	USA	Homo sapiens	Monkeypox virus	complete
OP123049.1 	Monkeypox virus strain Cli35, complete genome	USA	Homo sapiens	Monkeypox virus	complete
OP123050.1 	Monkeypox virus strain Cli36, complete genome	USA	Homo sapiens	Monkeypox virus	complete
OP123051.1 	Monkeypox virus strain Cli37, complete genome	USA	Homo sapiens	Monkeypox virus	complete
OP123052.1 	Monkeypox virus strain Cli38, complete genome	USA	Homo sapiens	Monkeypox virus	complete
OP123053.1 	Monkeypox virus strain Cli39, complete genome	USA	Homo sapiens	Monkeypox virus	complete
OP123054.1 	Monkeypox virus strain Cli40, complete genome	USA	Homo sapiens	Monkeypox virus	complete
OP123055.1 	Monkeypox virus strain Cli41, complete genome	USA	Homo sapiens	Monkeypox virus	complete
OP133004.1 	Monkeypox virus isolate hMPXV/Austria/MUW1533374/2022, complete genome	Austria	Homo sapiens	Monkeypox virus	complete
OP133005.1 	Monkeypox virus isolate hMPXV/Austria/MUW1531848/2022, complete genome	Austria	Homo sapiens	Monkeypox virus	complete
OP133006.1 	Monkeypox virus isolate hMPXV/Austria/MUW1532243/2022, complete genome	Austria	Homo sapiens	Monkeypox virus	complete
OP133007.1 	Monkeypox virus isolate hMPXV/Austria/MUW1536480/2022, complete genome	Austria	Homo sapiens	Monkeypox virus	complete
OP150923.1 	Monkeypox virus isolate MPXV_USA_2022_CA007, complete genome	USA: CA	Homo sapiens	Monkeypox virus	complete
OP150924.1 	Monkeypox virus isolate MPXV_USA_2022_CA006, complete genome	USA: CA	Homo sapiens	Monkeypox virus	complete
OP150925.1 	Monkeypox virus isolate MPXV_USA_2022_GA001, complete genome	USA: GA	Homo sapiens	Monkeypox virus	complete
OP150926.1 	Monkeypox virus isolate MPXV_USA_2022_PA001, complete genome	USA: PA	Homo sapiens	Monkeypox virus	complete
